Quote,Tag,Confidence,Tag Group,Participant
"The 15 year old has an actual debit card. It's old enough. The 12 year old has a, I think it's like the prepaid green light card or he'll end up just having one of our cash app cards.","how kids access money (credit, debit)",0.95,Kids ordering independent,P4 Brittanie S
"But it's the 15 year old does know how to deposit money onto this card. The 12 year old doesn't because it's a little more complex. So we usually just send it from one account to the other so they have access, but not free range. Like what you get is what you get. There is no, oh, I'm going to go transfer funds from Mom's account to my account or Dad's account to my account. What you get is what you get. What you spend is what you spend. If you have to go over, then you got to let somebody know so they can give you that difference to take care of that, Yeah.",managing their moeny - current,0.9,Kids ordering independent,P4 Brittanie S
But it's the 15 year old does know how to deposit money onto this card. The 12 year old doesn't because it's a little more complex.,"how kids access money (credit, debit)",0.8,Kids ordering independent,P4 Brittanie S
"So they have, we use Navy Federal Credit Union, so he has a Navy Federal debit card. So he has the actual account. He can go to the ATM and withdraw the cash from his account. He can go to the ATM or go inside the bank.","how kids access money (credit, debit)",0.9,No Tag Group,P4 Brittanie S
"If he gets birthday money or money from whatever I tend, I feel comfortable if they don't carry around a lot of cash just because it's boys will be boys and the cash will be missing. So I try to limit the amount of actual cash they keep on them, especially when they're going out and with them using their cards.",motivation for current system,0.8,No Tag Group,P4 Brittanie S
"It's easier for me to, when I do want to monitor what they're doing and what they're spending on. It's easier for me to do it that way, yeah.",managing - current,0.9,Kids ordering independent,P4 Brittanie S
"So from us, depending on whether everything is done that needs to be done, he typically gets 50 every two weeks.","how the kids get money (allowance, job)",0.95,Kids ordering independent,P4 Brittanie S
"Develop typically independent because I'm not the cash person, but my other half is. So depending on who's paying up allowance that week, it depends on whether it's cash or not. Me typically I'm transferring, I don't have the cash, I don't want to go get the cash. It's on your card. My other half usually does cash slowly. So he'll do it with the cash and then depending on what they want to do with their money, it's either and you can keep the cash at home.","how the kids get money (allowance, job)",0.9,Food for family,P4 Brittanie S
"I just don't want you walking around with it. So you have some money on your car, you can have cash at home, you can take from it and add. So I usually try to have them $20 Max in cash on them at one time just 'cause I'm not, I mean, they've misplaced cards, they've misplaced phones. So the cash is just another casualty and the phone is insured. We can get that back the card, we can cancel and go get another one. But when that cash goes missing, that's it. Like it's not. And it's usually when they lose it, they look at us to give it back. No, you have to like we will, but you have to earn it. You have to do a little something extra to get that back because you were irresponsible and you lost it. So I try to avoid that situation at all.",rules for using money - current,0.95,Food for family,P4 Brittanie S
"For the most part, video games, video games and food. Every now and then he'll see a shirt or something that he want. Or if there's a pair of shoes and depending on the cost, we'll say, OK, we, you have your necessities. You want this pair of shoes because you want it. You come up with half and we'll give you the other half. Or you save half and we'll give you the other half.",what they spend on,0.9,Food for family,P4 Brittanie S
"OK. Or anything like the video games too, like if you don't have enough, do you have half? If you have half, we can help you out, but you just bought a game two days ago, so do you really need another game today? So if you don't have that half, then you just have to wait until you have it and we'll still help you out, but you got to wait until you collect it.",rules for using money - current,0.95,Food for family,P4 Brittanie S
"Only when I notice. I usually don't monitor continuously when I noticed that they're coming to us for the extra too often too soon. Then I feel like I need to take a look and see what you've been spending your money on. Because when it, especially the video games and the in game purchases, sometimes they just, it's just $10.00, but $10 every couple hours or $10 every day it starts to add up. So but I do, I have the card set up so I do get text notifications when it's being used. I'm bad at checking them, but they are there. They do come through. So I do have a general idea of how many times a day they're using their cards or how many purchases they make. So things like that too when I notice is excessive. Like why are you spending so much? What are you buying? You just bought this, What are you buying now? Then I'll question it. But for the most part I try to keep them and I always have to make sure you check your account, make sure you have enough money in there.",managing their moeny - current,0.9,Food for family,P4 Brittanie S
"They know what they can and can't have. So we really don't like narrow it down, but I do try to encourage them, especially since they like online shopping. Shop around, shop at different stores, look at different prices. If you have a question and you're not sure, just ask one of us before you purchase. That's been probably one of the things I've been working on the most because it's, oh, we found it, let's get it. No, you found it, but let's look a little deeper and see if it's cheaper somewhere else.",rules for using money - current,0.9,Food for family,P4 Brittanie S
Or let's look and see if we can find it with free shipping instead of $15 shipping. So those are things we've been working on with them with that.,rules for using money - current,0.9,Food for family,P4 Brittanie S
"That's kind of like I want to say maybe more so like a prepaid card. So it's linked to our accounts. We add the allowance, we send it over to the cart and he has the ability to use it. I can on that one put a cap on the spending.",managing - ideal,0.9,Food for family,P4 Brittanie S
"I've put the app on his phone so now he knows how to look at his balance. But prior to that it would be, can you tell me how much money I have left? I know I spent this, but I don't know what I had before I spent that. So it's getting a lot better with that and being able to track his own and has no problem saying I'm kind of low.",managing their moeny - current,0.9,Food for family,P4 Brittanie S
"Yeah, so I had more, I had a better idea of what was going on because I was the one checking it and letting him know. So I would see it all the time.",monitoring,0.9,Food for family,P4 Brittanie S
He he's a little more conscious and tight with his funds. He'd much rather wait to see if one of us would feel like purchasing it for him then to make that impulse buy. And my other kid I don't want to wait so me get it myself. He's he's the complete opposite.,what they spend on,0.9,Food for family,P4 Brittanie S
"I do have the ability to just automatically set up that transfer, which I could do with a regular debit card. So this is not really that much different. It's just on a different platform because he's not old enough to have the debit card from the bank once he because we have to pay a fee for that too. So which is why we're either leaning towards, but he likes the idea of having his name on his card and he was able to customize it. Whereas when we give him our cash app card to use, it has one of our name on it. It's our customization and my card, it's not that girly, but it's a little girly. So sometimes he'd rather not use.","how kids access money (credit, debit)",0.9,Food for family,P4 Brittanie S
"But I like allowing them to, I guess, be able to have some sort of control. I don't want to feel like I'm doing everything for them. I don't want to coddle them. I don't want to baby them. I want them to be independent and I want them to be responsible.",kids independence (overall),0.9,Food for family,P4 Brittanie S
"So that typically if for some reason that he doesn't have anything on his card and I haven't had the time to transfer or I just haven't transferred it, but there's money available on the Cash App card and then the Cash App card is linked directly to our bank account without any issues. So that card, they know there's no using this card without permission. If you're, if I do give it to them, this is how much you can spend and I get those notifications to my phone as well as soon as the transaction is made so I'm able to keep up with it. I do like that one more because there is no fee to use.",managing - current,0.9,Food for family,P4 Brittanie S
"But like I said, he also doesn't get that personalization that he wants to have of his name on the card or getting his own card. So that's what the green light card gives him the ability to do.","how kids access money (credit, debit)",0.8,Food for family,P4 Brittanie S
"Probably about, so initially it started when they were younger like about 5-6 and I wishes little things around the house and you get back then it was a lot cheaper would be like $5 for the weekend just dropping. Then it was cash. You just drop it in the little Piggy Bank. And the older they got it got to be I can't do anything with this. I have to wait two months to be able to get blah blah, blah. And I'm like, OK, I get it. Like, So then as things changed and we started moving more towards debit cards and his friend had a car on, my friend uses Apple Pay and that would be another option too. But we don't have iPhone devices. So. So there are occasions where he wants to use Apple Pay. So we'll just get an Apple Card and add the Apple Card so he can use the Apple Pay. But that was probably it was just more celibate transition. So along with the amount that they received, the way they received it, but it started out as just chores around the house.","how kids access money (credit, debit)",0.9,Food for family,P4 Brittanie S
"Now it's still chores around the house, but also your behavior has to match. You have to do what I asked you to do. You have to make sure you're it's the toys are more intense. Your laundry needs to be. You guys are older. Your laundry needs to be done. Your bed needs to be made. We don't need to have to ask three times to take the trash or the recycle out like and every time we keep a tally, every time we have to ask, you lose some funds. And simply what we'll do is we'll put the lost funds that will be in cash. It'll be in like a family jar. So then we'll just take that money once it gets to a certain point and we'll just go out and do something all together with it and use it as fun money. But they don't like that because it takes away from what they were planning to do with their money versus what we're planning as a family to do with their money.",rules for using money - current,0.95,Food for family,P4 Brittanie S
"I've honestly been a caregiver for my parents. Probably I'm the youngest, so I was home the longest. So I kind of just fell into their role, taking them to appointments and helping them pay bills, taking them grocery shopping or picking up their groceries, that sort of thing.",what i am responsible for,0.95,Food for family,P4 Brittanie S
"Now that it's just my mom, she she tries to be independent, but sometimes she makes purchases. It's kind of like the kids, like why did you buy that? Why did you get this? So a lot of times, one thing she has not mastered is the third party delivery apps. It's always, I'm on Grubhub on order Dash. Where's the phone number? How do I call the order? Mom, you don't call to order. Just tell me what you want and I'll order it. So a lot of times when it comes to ordering outside of pizza, she's mastered pizza now, but that's if it's directly from the pizza place. Outside of that, I'm ordering.",food delivery,0.9,Caregiver,P4 Brittanie S
"She does not like the online grocery orders. I love it. So she'll wait until she thinks I'm going to the store to say she needs something. I'm like, mom, don't do that. Like I can get it to you before I go to the store. You don't have to wait. So I do use a lot of that for her from groceries to when she doesn't want to eat whatever she has at home.",grocery,0.95,Food for family,P4 Brittanie S
Typically when I cook I take her meals for a couple days also. But if it's just so happened I made something she's not in the mood for it she doesn't want or she wants to order something. Sometimes her and her friends will get together and they'll just do like either pizza or sandwiches and I end up ordering that and having it delivered.,food delivery,0.9,Food for family,P4 Brittanie S
"But because she hasn't mastered it, sometimes it gets a little tricky because I'm constantly having to check my phone to let her know when the driver's there and make sure you open the door or the driver has questions. Hey, I don't see her. Are you here? And I'm trying to explain this. Not for me, it's for my mom.",managing - current,0.85,Food for family,P4 Brittanie S
"She's right there. So yeah, that's probably like the most inconvenient thing because if I'm not in a place where I can constantly check my phone or constantly be that middle line of communication, it can get a little hectic sometimes. But outside of that, it is a convenience because that means that I don't always have to run out and grab it whenever she need it. I have that option to give her what she needs in a timely manner instead of her having to wait on me.",managing - current,0.8,Food for family,P4 Brittanie S
"She would you please call me or text me, she'll call or text and say, hey, can you order such and such? And usually it's not just her alone, it'll be her and a group of friends. So there's like a whole list of things I need to order. So I usually just tell her, OK, send me a text of who wants what. And then I put it in the app. I'll put it in and I'll screenshot the order and send it back to them for them to confirm. And then I'll place the.",process if they want to order,0.9,Food for family,P4 Brittanie S
"Yeah, so I was just, her building is a little weird. So a lot of the delivery drivers end up going to the wrong door and that door doesn't have a phone where they can pick up. So there's been several unfortunately instances where I've paid to have something delivered but they can't find it. And so I had to get up and go and go look for it and it's left at the back door or left at the side door. So that's kind of a pain.",food delivery,0.9,Food for family,P4 Brittanie S
"But just like I said, being that middle person, because then I have to, cuz I'll forget I would. And then the phone will be dinging and I'm like, I'm not expecting anything. So I have to kind of keep it in my hand and keep checking, keep refreshing. So then I can let her know, OK, your food's coming. Your driver's there. Somebody needs to be at the door. Make sure he gets in. Yeah.",managing - current,0.8,Food for family,P4 Brittanie S
"That she always tells me I need. She likes to go up and down every aisle. Drives me insane. And her thing is I need to touch it. I don't know if I need it unless I touch it. And I'm like, that's not true. But the funny part is the entire time we're in the store together, it's me grabbing the items off. I'm touching it like you're not even touching it so.","how we shop (online, in store)",0.9,Food for family,P4 Brittanie S
"I think she's just setting her way so and sometimes she's OK with it, but when it's so, if I'm ordering, she's OK. Can you add such and such to my order? But if I tell her go ahead and just order it, she doesn't want to do it. And I think it's just, I don't know if it's the search aspect that kind of intimidates her sometimes. But yeah, she's not a big online for ordering.",who places orders,0.9,Food for family,P4 Brittanie S
"If she has to create her own, she doesn't. She wants to be in the store","how we shop (online, in store)",0.8,Food for family,P4 Brittanie S
"Use it's through it's through my account, but I've logged into my account on her devices so she has the access to order if she wants to on her own, but she it usually doesn't make it.",account kids order through & why,0.9,Caregiver,P4 Brittanie S
"I have two kids and a husband and I work with homeschool kids now 'cause I homeschool my children. So I oversee, you know, kind of other homeschoolers in the area.",what i am responsible for,0.9,Food for family,P9 Darlene G
"What we like to do, we like to eat out, travel, lot of like kids stuff lately just 'cause you know, they, they have their preferences. So we'll go like bowling or arcade or different things, you know, that they enjoy doing.",kids,0.8,Food for family,P9 Darlene G
"Yeah, we started during COVID with one of my daughters and then we're adding in my younger one this year. So it was more of a gradual thing.",when they got it,0.9,Food for family,P9 Darlene G
"OK, yeah. So since my job is very flexible, I'm able to stay at home and then care for them. So it's mainly me and my husband. He works from home, so it's mainly me. We don't really pay anyone to, you know, help watch them.",childcare,0.95,Food for family,P9 Darlene G
"Not too much, we do have family that will help out here and there.",childcare,0.9,Food for family,P9 Darlene G
"I would say they're getting more independent as I get older. So like my 11 year old, she is really likes her independence. So like for example, you know, she has an allowance so she likes to carry her own money, which you know, is I think she's just trying to figure out what that looks like, you know, all these new freedoms kind of. And then my 7 year old who watches her wants to do the same thing. So it's kind of they're kind of going through different stages together, but one's influencing the other more so.",kids independence (overall),0.9,Food for family,P9 Darlene G
she has an allowance so she likes to carry her own money,"how the kids get money (allowance, job)",0.8,Food for family,P9 Darlene G
"They we try to kind of cater it towards their age. So she gets less, yeah.",managing - current,0.8,Food for family,P9 Darlene G
"Yeah, so I'm the main cook. My husband does some if I get tired of it and just don't want to cook.",who cooks,0.9,Food for family,P9 Darlene G
"But I usually plan the meals out at least roughly in my head, like 3 coming up.",meal planning,0.95,Food for family,P9 Darlene G
"I usually go shopping and then I always have like a running list, like a Costco list, ALDI list, Trader Joe's, you know, So when I have time, I'll stop there or I'll make a big run, you know, like on the on a weekday when it's not as crowded.",creating the list,0.9,No Tag Group,P9 Darlene G
"And I'm constantly like in the kitchen trying to get snacks ready and also prepping for the next meal. And then if that meal's almost done, then I'm like, oh, I gotta go defrost that and get it. So it's kind of a constant, like, OK, what do I need to do?",cooking,0.95,No Tag Group,P9 Darlene G
"So yeah, it's a little overwhelming too when it comes to like now I know school's starting next week, so I'm like, OK, mentally trying to like make extra freeze it and then sign on those busy days I can just pull it out so.",meal planning,0.85,No Tag Group,P9 Darlene G
"Yeah, so I always have like hard boiled eggs just for like a quick protein for myself and my kids. And then I usually have like toast that they can make on their own. Or one of my one of my daughter's doesn't really eat anything, so she just kind of skips it. So. And then I always have fruit and yogurt so they can just grab it. So I'm not really cooking anything in the morning. So it's kind of nice, like they can just get what they want.",breakfast,0.95,No Tag Group,P9 Darlene G
"Breakfast, I mean lunch again, like usually I mean on a given homeschool day, we're either out doing classes or field trip or we're home. So like yesterday I had them pack their lunch 'cause we are going out. So they just basically they got to get their stuff. If they don't want that, they can eat a peanut butter sandwich. That's always an option or like a quesadilla they can make. So I just always have options for them so I don't have to always be like prepping and cooking, you know, for the day.",lunch,0.9,No Tag Group,P9 Darlene G
"So I'm not really cooking anything in the morning. So it's kind of nice, like they can just get what they want.",kids independence (overall),0.85,No Tag Group,P9 Darlene G
"Two meals, yeah.",other,0.7000000000000001,No Tag Group,P9 Darlene G
"Yeah, it's also kind of lunch and dinner probably like the same like entree type things. So they know we just have all these Tupperwares and it's like OK, we get them out. OK, make your own bowl or like, OK, make your nachos if you want. You know, it's almost like a self half of it's like self-serve and then some of it's like, OK, I just made it so you could eat it now, you know, kind of thing.",what we cook,0.9,No Tag Group,P9 Darlene G
"Yeah, it's also kind of lunch and dinner probably like the same like entree type things.",lunch,0.8,No Tag Group,P9 Darlene G
"Yeah, it's also kind of lunch and dinner probably like the same like entree type things.",dinner,0.8,Food for family,P9 Darlene G
"Weekdays are more busy, so it's more like the self-serve or I'll prep on the weekends and then have it ready. And then the weekends, usually we're out doing something so we'll pick up something or I'll make a big batch of something and then we just eat it for a couple of days on the weekends.",weekend vs weeknight,0.95,Food for family,P9 Darlene G
I'll prep on the weekends and then have it ready.,meal planning,0.9,Food for family,P9 Darlene G
"So like if I, if I'm cooking and I need, I'm like, oh shoot, I'm, I'm out of chili powder, which happened yesterday. Let me write it down on my list. And then so I remember like next time I go to ALDI, I got to get a bottle of it. So in my mind I already know like, oh, Costco has too big of a container. I don't want that one. So I better write it on my like general list or like Costco, if like I'm running out of like oil, which is cheaper there, then I'll put it on my list for oil for Costco. So I kind of know like, OK, next time I go, I need that. And then most of them it's like not urgent or I have to go right away. So it's kind of nice. I can like remember, oh, I need that. So I should go before I need to make it next time so.",creating the list,0.9,Food for family,P9 Darlene G
"Yeah, I do it in my Google Calendar. So I just write like Costco and I have a list and then I usually if I know I'm going to go to Costco a certain day, then I'll just keep adding to it. And then depending on I look at the coupons too. So I'll put it on the day that I think the coupons are going to start for the next month. So then I know like, oh, I might go around this time you.",Creating the list,0.9,Food for family,P9 Darlene G
"Yeah, I do it in my Google Calendar. So I just write like Costco and I have a list and then I usually if I know I'm going to go to Costco a certain day, then I'll just keep adding to it.",when we shop,0.8,Food for family,P9 Darlene G
"Yeah, my husband does. Sometimes. I give a list, but usually I try to go during the day so that it's not as crowded. So I usually do it if it's like on a weekday during the daytime and he can't go.",who shops,0.9,Food for family,P9 Darlene G
I try to go during the day so that it's not as crowded. So I usually do it if it's like on a weekday during the daytime,when we shop,0.8,Food for family,P9 Darlene G
"I for target I do a drive up if I'm like really just need something quick like I ran out of lettuce the other day and I'm like I don't have time to just like run into Ralph's or something. So I was going to target anyway. So I just do a quick pick up and then sometimes I do Costco delivery if I really am like in a bind or I also use Instacart too if I'm in a bind. But most of the time it, I'm not like necessarily needing it right that day.","how we shop (online, in store)",0.95,Food for family,P9 Darlene G
"So and then summer of course has been a little bit easier 'cause I'm, we don't have schools, I can just go. But during the school year, sometimes it's a little bit tight. So I'll use those three options during the school year.",school vs not in school,0.9,Food for family,P9 Darlene G
"Not too many. I feel like Target doesn't have too many coupons for like groceries, but I'll check. They have something called like Target Circle. So I'll look, you know, here and there. Like if there's something and I'm going, then I'll check, but not too much Target. And then like Instacart, sometimes they have some good deals like 50 off 100, you know, groceries. Then I'll put an order. But if it there isn't anything, then I don't really tend to go to that one. I'll go more towards the Costco or the Target option.","how we shop (online, in store)",0.9,Food for family,P9 Darlene G
"Yeah, my husband will cook here and there if I, if I get tired or there's something that the kids like that he makes and he'll they'll request it. So, so maybe like maybe once every couple weeks he'll cook.",who cooks,0.9,Food for family,P9 Darlene G
"I have. I did it in the past. I did like Blue Apron HelloFresh. There was like one other one. I can't remember what it was called. I have, but I feel like I'm paying a lot for something when I can just go get it myself and it's cheaper. And then the portion size to like we were, I always want leftovers. But we were done. Like we were still hungry after the meal. And I'm like, OK, now what? You know, now I have to go buy something at the store so we can make something, you know, for tomorrow's lunch when I usually make a bigger pot and then it lasts, like, at least two days. It didn't work for us.",meal boxes,0.95,Food for family,P9 Darlene G
"Yeah, so like, yesterday we were at the mall, you know, just bowling with the kids, and I was like, oh, I don't have too much for food at home. Let me just pick up something since I'm there. Yeah, I didn't want to do, like, another trip and get the kids in and out of the car. So I just picked up something at the food court and then had it brought it home. So something that's like easy where I don't have to like look for parking, get out, you know, but something that's like not too unhealthy. So that's kind of something that I think is challenging is finding something that is like affordable and also quick, but not adding another step in my life, I think. So we do that.",why family orders,0.9,Food for family,P9 Darlene G
"And then also like for like my company, my work does gives us like a DoorDash credit sometimes, you know, like for whatever meals. So I'll do that and I'll just go pick it up instead of having it delivered because it, you know, it adds all those fees and stuff.",food delivery,0.95,Food for family,P9 Darlene G
"And then for a while again, I think sometimes like we'll pick up food and if I can jump out and my husband's like driving, it's a lot easier versus like park, get the kids out, wait, load them. You know, it's just like kind of too much for me.",why family orders,0.85,Food for family,P9 Darlene G
"We also, I don't necessarily order it for my family, but we'll do it for, like, friends that might be, you know, sick or like my parents that don't live nearby will do like a, they feel like it's a treat, you know, for like Mother's Day, Father's Day, birthdays. We'll just send them food. So it's just easier than us, like trying to figure out how they're gonna go pick it up, eat it, you know, it's just like a nice thing for them.",why family orders,0.9,Food for family,P9 Darlene G
"Like, like yesterday I made a big pot of like, chicken Taco stuff so that we can make like, nachos or taquitos or quesadilla or whatever the kids want instead of having it just done with one meal. And then after, like, OK, now I have to start over, you know?",meal planning,0.9,Food for family,P9 Darlene G
"Like the other day I ordered like a larger tray of like, chicken teriyaki from a restaurant and then we just drove up and picked it up. So that lasted longer, but again, it's kind of like I just, I feel like not only health wise, but also like budget, it's just cheaper for me to like make everything in bulk I guess.",food delivery,0.8,Food for family,P9 Darlene G
"Yeah, well, like one of so one of the one of my family members needs to have like lower salt in their diet. So, you know, when we go to restaurants, I can't really control that. So when I'm home like I don't I'll either take have a have like something with low salt and then one with regular. So like the ones that are OK can eat that or I just feel like I can control like the fat and then also the oil or not the oil, the salt. And then also like for preservatives, you know, like I try not to use like processed. I mean, the kids eat a lot of stuff anyway. But if I can just make it as natural and like wholesome as I can, you know, and I kind of know what I'm putting in my ingredients in my food, so.",what we cook,0.9,Food for family,P9 Darlene G
"Well, when they were little, it was like, OK, less dessert. But now it's like summer and the, and their friends are always over. So it's like, OK, so as long as they're, they're really good eaters as far as like vegetables. And so as long as they have that, then, you know, something during the day or after is fine. So we're not Eustrik. But then we just say like one thing a day or, you know, you already had that yesterday, don't have that again or something. Yeah.",rules,0.9,Food for family,P9 Darlene G
"Back yeah I remember like when they were like babies I'd prep all their food you know puree, freeze, you know all that stuff",cooking,0.9,Food for family,P9 Darlene G
they always were really good eaters so no matter what like they're they're fine they'll eat whatever I give them which is nice and so I think now it's more like they they've always eaten what we've eaten I guess so it's always been pretty easy,who eats food,0.8,Food for family,P9 Darlene G
"I guess I would say for prep I, they they voice what they really like so I try to like remember that and then cook those things like sometimes I'll be like, OK, just tell me what you want to eat this week and then they'll tell me and then I'll just make it 'cause I don't really have a preference sometimes I just want to like make it and move on so they I definitely know that they have certain things that they really like so.",meal planning,0.9,Food for family,P9 Darlene G
"Yeah, I definitely feel like being more efficient as far as like shopping would be helpful because and I think before when I had more time, I was like, oh, I'll go to the store and pick up this one thing. Now I'm like, I'm not going. I can't, you know, like it's just I just can't make that meal or I don't. I'll just find something else, you know. So I think I'm going to the store less now, which is nice. But I do need to mainstream it, streamline it a little bit more,",grocery,0.9,Food for family,P9 Darlene G
"like doing more freezer meals now that I'm realizing like, you know, school's starting, I just need to kind of get more go to meals, I guess, you know?",school vs not in school,0.8,Food for family,P9 Darlene G
"I think my kids are still learning like the value of money. So I feel like they'll be like what this Boba's like $15.00, you know, versus like 7 in the store, you know. So I think it, I think that again, I think we're trying to, they're trying to understand like, OK, should I spend this money on this or not? You know, so I, I feel like maybe in a couple, maybe a couple years we'll probably have to deal with that.",fellings baout kids ordering independently,0.9,Food for family,P9 Darlene G
"Yeah, so they get it every week and then they have different chores they have to do. And then if they don't do them, then we have the, OR they have a bad attitude. We can take like minus out a certain amount, but they're pretty good.","how the kids get money (allowance, job)",0.9,Food for family,P9 Darlene G
"And then they, you know, we just like encourage them to, to understand it's not just like for you and your spending, you know, but it's, you know, blessing other people or giving money if somebody needs it, you know, so, yeah, so they're pretty good about it. And they they don't go crazy spending, you know, so.",rules for using money - current,0.8,Food for family,P9 Darlene G
"Cash. And then when they do accumulate a certain amount, if they want us to like deposit it into they have a savings account, a virtual like a online one, then I just put it in there.",managing their moeny - current,0.9,Food for family,P9 Darlene G
"Yeah, so I just, I'm in charge of it because I didn't want to like have to like keep all this money, you know, like and have not to hold it, you know, when we go out. So yeah, so they just have it. And then also, you know, if we're out and they want to buy something, then I just deduct it. You know, I pay and then I deduct it. But most of the time they don't spend more than like $10.00, so they just carry it around.",managing their moeny - current,0.9,Food for family,P9 Darlene G
"Yeah, we just said like it has to obviously be approved by us and then it should be something that you need, not need. But, you know, I mean, there's still some parameters, you know, like if we think it's just outrageous that you're spending it on that, you know, we'll have a conversation about it. Yeah. So it always has to be approved by us still.",rules - current,0.9,Food for family,P9 Darlene G
"Yeah. So like if we're out, you know, they'll just say like, oh, I'm interested in that. And I'll say OK, well let's like talk about it. You know, we're not going to just get it right now, but like, you know, why and then how you going to use it and stuff? And then should we wait for it on sale, you know, things like that. So it's like a conversation usually.",rules for using money - current,0.9,Food for family,P9 Darlene G
"Yeah. So sometimes they'll chip in, like if, you know, they have a birthday party and then, you know, we provide a certain amount for the gift. And if they want to go above and beyond, you know, they see something cute, then, you know, they can use their own money. Or, you know, like, if they want to drink like a Starbucks and then I'm like, well, I don't want one and I don't think you need one. So then they'll use their money for that. Yeah. Or just snacks, you know, maybe at the store, you know, I'll be like, oh, we already have snacks and they're like, oh, I want this one. I'm like, OK, you could buy it with your own money. So little things like that.",what they spend on,0.9,Food for family,P9 Darlene G
"Yeah. So sometimes they'll chip in, like if, you know, they have a birthday party and then, you know, we provide a certain amount for the gift. And if they want to go above and beyond, you know, they see something cute, then, you know, they can use their own money. Or, you know, like, if they want to drink like a Starbucks and then I'm like, well, I don't want one and I don't think you need one. So then they'll use their money for that. Yeah. Or just snacks, you know, maybe at the store, you know, I'll be like, oh, we already have snacks and they're like, oh, I want this one. I'm like, OK, you could buy it with your own money. So little things like that.",rules for using money - current,0.8,Food for family,P9 Darlene G
"And it's like it's not even good and it's expensive and I'm like, I don't understand.",food delivery,0.8,Food for family,P9 Darlene G
"Yeah, it was probably maybe a year ago. So when my older one was 10 and my little one was six, Yeah, I think we just decided to, you know, to give them more responsibility and, and teach them about money.",motivation for current system,0.9,Food for family,P9 Darlene G
"Yeah, I think it's just like them valuing it and then also having some responsibility to decide what what they value, what they want and then also giving to like their friends and like church and then family and seeing needs maybe kind of looking for needs.",motivation for current system,0.8,Food for family,P9 Darlene G
"OK, yeah, I think we always need to re evaluate too, because they're just some, you know, like the older one is a little bit more like she wanted like a Stanley Cup and I'm like $45.00 like, you know, but I think that. So I just want to make sure that, yeah, she doesn't just want it and gets it, you know, like instant, you know, you just think about these things, you know?",rules for using money - current,0.8,Food for family,P9 Darlene G
"Not, not really media like we don't want to watch TV and stuff. It's more just like her friends and then the parents, you know, influences.",other,0.8,Food for family,P9 Darlene G
they have a school computer and then we have like a family iPad,what they use for,0.9,Food for family,P9 Darlene G
"So they can use the family ipad whenever, as long as it's out in the public space. And then, yeah, I mean, like, they don't really try to go on videos or, you know, they don't, they don't really do too much. They're not quite interested in that stuff yet. But my one, my older daughter does like to Google Chat with her friends that do have phones.",what they use for,0.9,Food for family,P9 Darlene G
"So I allow her, you know, with her Chromebook, as long as she's shows me that I, I could look all the at all the texts and stuff. So, you know, as long as it's out in the open and you know, I could check it, then it's fine.",monitoring,0.95,Food for family,P9 Darlene G
"Yeah, so so far we haven't had to put any like parental, you know, like controls yet, but they usually just, they're either on Amazon or Google, you know, on like trying like Googling like cute things to draw, you know, or something like that or, or the chat. Yeah, but they don't do that on the iPad. I think they don't. We don't have that enabled. So she goes on her Chromebook.",monitoring,0.8,Food for family,P9 Darlene G
"Just yeah, they just look for cute things like like I had her, you know, look for like 2 birthday gifts for her friends coming up. So I was like, oh, can you just like find something that they like and then send me the links and I'll order it. Or of course, like the Stanley, she's like, oh, I wanna see the different colors, you know, just like things that she's interested in and she'll go look.",what they spend on,0.9,Food for family,P9 Darlene G
"I think it's OK, you know, I think that unless we see like something going on, but you know, we always just tell them that don't click on thing, you know, just kind of like cyber safety type things, you know, but they're not really looking at. They're not really on YouTube really. Sometimes they do for drawings and stuff. We just say like, don't click on anything, you know, I need to see what you're doing.",rules,0.9,Food for family,P9 Darlene G
"Yeah, I think, you know, as a teacher, you know, like we've gone through a lot of cyber safety type things with my students, so in the past. So I think it's just like them being mindful that like, OK, there might be something like, you know, like weird or, you know, so just stick with the video that you're watching, you know, and then turn it off when you're done, you know, things like that.",rules,0.8,Food for family,P9 Darlene G
"Sometimes if my one of them comes over, you know, I'm cooking. I always want to be mindful of their diet. So for a while I was making, you know, high protein, low salt, low fat, you know, just just adjusting to their needs.",cooking,0.9,Food for family,P9 Darlene G
"And then also sometimes they'll come over and just, you know, kind of hang out here just for company with the kids.",who i give care to,0.8,Food for family,P9 Darlene G
"I would say they are getting less independent, you know, as the days go by. But they're able to like live on their own for now. But they're, they're definitely more dependent on us as the days go by, yeah.",kids independence (overall),0.9,Food for family,P9 Darlene G
"So sometimes the driving because they don't drive like far on the freeway. So that can be maybe even like doctors that are far sometimes appointments that we need to be there for to know what's going on, fixing things, you know, like they can't figure out something or tech, tech support, you know, like things like that, even just stuff around their house breaks and then, you know, my husband has to go, you know, so it's it's a lot of like the the daily kind of problems, I would say.",what i am responsible for,0.9,Food for family,P9 Darlene G
"And then again, like making sure that they're eating healthy and a good amount. So sometimes that lies on us. So we have to pick up food or I make it and then we bring it over.",what i am responsible for,0.95,Food for family,P9 Darlene G
"I always have like a stash of like sauce that your high protein things that are healthy and good for their diet, I'll have in my freezer in case they come over. And then I'm like, OK, I don't want to serve them like fried chicken, but I have this. So just different options for them. So that like if they do come at last minutes notice, I do have something that's healthy and high, high in calorie and high in protein, but low salt. So, yeah, so I think it's just like being ready and adaptive to like, whatever's whoever's going to eat, you know, at our house.",what we cook,0.9,Food for family,P9 Darlene G
